Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
@ManUtd_ID Tim sampahhh AHAHHAHAHAHAHAHAHAHAAH,tim sampah ahahhahahahahahahahaah,negatif,tim sampah ahahhahahahahahahahaah,tim sampah ahahhahahahahahahahaah,tim sampah ahahhahahahahahahahaah,"['tim', 'sampah', 'ahahhahahahahahahahaah']",tim sampah ahahhahahahahahahahaah
@ManUtd_ID tumbang o dewe,tumbang o dewe,negatif,tumbang o dewe,tumbang o dewe,tumbang o dewe,"['tumbang', 'o', 'dewe']",tumbang o dewe
@ManUtd_ID Jadi yayasan penyalur bantuan aja ini club bola goblok,jadi yayasan penyalur bantuan aja ini club bola goblok,negatif,jadi yayasan penyalur bantuan aja ini club bola goblok,jadi yayasan penyalur bantuan aja ini club bola goblok,jadi yayasan penyalur bantuan saja ini club bola goblok,"['jadi', 'yayasan', 'penyalur', 'bantuan', 'saja', 'ini', 'club', 'bola', 'goblok']",yayasan penyalur bantuan club bola goblok
Scott McTominay disambut fans Napoli #ManchesterUnited #McTominay #kingemyu https://t.co/a86ldty1Nn,scott mctominay disambut fans napoli manchesterunited mctominay kingemyu,netral,scott mctominay disambut fans napoli manchesterunited mctominay kingemyu,scott mctominay disambut fans napoli manchesterunited mctominay kingemyu,scott mctominay disambut fan napoli manchesterunited mctominay kingemyu,"['scott', 'mctominay', 'disambut', 'fan', 'napoli', 'manchesterunited', 'mctominay', 'kingemyu']",scott mctominay disambut fan napoli manchesterunited mctominay kingemyu
#AitakattaJKT48 Woe ga mulai mulai @officialJKT48 Emyu aja udah halftime brok #ManchesterUnited,aitakattajkt woe ga mulai mulai emyu aja udah halftime brok manchesterunited,negatif,aitakattajkt woe ga mulai mulai emyu aja udah halftime brok manchesterunited,aitakattajkt woe ga mulai mulai emyu aja udah halftime brok manchesterunited,aitakattajkt woe enggak mulai mulai emyu saja sudah halftime brok manchesterunited,"['aitakattajkt', 'woe', 'enggak', 'mulai', 'mulai', 'emyu', 'saja', 'sudah', 'halftime', 'brok', 'manchesterunited']",aitakattajkt woe emyu halftime brok manchesterunited
@lovajell emyu udah jago sekarang,emyu udah jago sekarang,positif,emyu udah jago sekarang,emyu udah jago sekarang,emyu sudah jago sekarang,"['emyu', 'sudah', 'jago', 'sekarang']",emyu jago
@dahlandanun @ManUtd_ID Gw gemes banget sama si botak sesekali onana di ganti dulu kenapa sih emang sebegitu hebatnya dia? Sekali aja pengen liat gmna refleknya kiper pengganti. Onana susah cleant sheet soalnya. Jadi coba ganti dulu 1-2 pertandingan kek.,gw gemes banget sama si botak sesekali onana di ganti dulu kenapa sih emang sebegitu hebatnya dia sekali aja pengen liat gmna refleknya kiper pengganti onana susah cleant sheet soalnya jadi coba ganti dulu pertandingan kek,positif,gw gemes banget sama si botak sesekali onana di ganti dulu kenapa sih emang sebegitu hebatnya dia sekali aja pengen liat gmna refleknya kiper pengganti onana susah cleant sheet soalnya jadi coba ganti dulu pertandingan kek,gw gemes banget sama si botak sesekali onana di ganti dulu kenapa sih emang sebegitu hebatnya dia sekali aja pengen liat gmna refleknya kiper pengganti onana susah cleant sheet soalnya jadi coba ganti dulu pertandingan kek,gue gemas banget sama sih botak sesekali onana di ganti dulu kenapa sih memang sebegitu hebatnya dia sekali saja pengin lihat bagaimana refleknya kiper pengganti onana susah cleant sheet soalnya jadi coba ganti dulu pertandingan kayak,"['gue', 'gemas', 'banget', 'sama', 'sih', 'botak', 'sesekali', 'onana', 'di', 'ganti', 'dulu', 'kenapa', 'sih', 'memang', 'sebegitu', 'hebatnya', 'dia', 'sekali', 'saja', 'pengin', 'lihat', 'bagaimana', 'refleknya', 'kiper', 'pengganti', 'onana', 'susah', 'cleant', 'sheet', 'soalnya', 'jadi', 'coba', 'ganti', 'dulu', 'pertandingan', 'kayak']",gue gemas banget sih botak onana ganti sih hebatnya pengin lihat refleknya kiper pengganti onana susah cleant sheet coba ganti pertandingan kayak
EH KOCAK... COBA LU BELAH DADA GUE... DAN LU LIAT ISINYA APAAN... ISINYA EMYU ... ITU ARTINYA GUE CINTA EMYU ... MANCHESTER UNITED TILL I DIE... PAHAM LU... https://t.co/7fPSNwPLm2,eh kocak coba lu belah dada gue dan lu liat isinya apaan isinya emyu itu artinya gue cinta emyu manchester united till i die paham lu,negatif,eh kocak coba lu belah dada gue dan lu liat isinya apaan isinya emyu itu artinya gue cinta emyu manchester united till i die paham lu,eh kocak coba lu belah dada gue dan lu liat isinya apaan isinya emyu itu artinya gue cinta emyu manchester united till i die paham lu,eh kocak coba lu belah dada gue dan lu lihat isinya apaan isinya emyu itu artinya gue cinta emyu manchester united till i die paham lu,"['eh', 'kocak', 'coba', 'lu', 'belah', 'dada', 'gue', 'dan', 'lu', 'lihat', 'isinya', 'apaan', 'isinya', 'emyu', 'itu', 'artinya', 'gue', 'cinta', 'emyu', 'manchester', 'united', 'till', 'i', 'die', 'paham', 'lu']",eh kocak coba lu belah dada gue lu lihat isinya isinya emyu gue cinta emyu manchester united till i die paham lu
EH KOCAK...COBA LU SAYAT DADA GUA SAMPE BERDARAH.. DAN LU LIAT DI DADA GUA ADA APAAN...ADA EMYU BOS...ITU ARTINYA GUA CINTA MANCHESTER UNITED... EMYU TILL I DIE...PAHAM LU...,eh kocakcoba lu sayat dada gua sampe berdarah dan lu liat di dada gua ada apaanada emyu bositu artinya gua cinta manchester united emyu till i diepaham lu,negatif,eh kocakcoba lu sayat dada gua sampe berdarah dan lu liat di dada gua ada apaanada emyu bositu artinya gua cinta manchester united emyu till i diepaham lu,eh kocakcoba lu sayat dada gua sampe berdarah dan lu liat di dada gua ada apaanada emyu bositu artinya gua cinta manchester united emyu till i diepaham lu,eh kocakcoba lu sayat dada gua sampai berdarah dan lu lihat di dada gua ada apaanada emyu bositu artinya gua cinta manchester united emyu till i diepaham lu,"['eh', 'kocakcoba', 'lu', 'sayat', 'dada', 'gua', 'sampai', 'berdarah', 'dan', 'lu', 'lihat', 'di', 'dada', 'gua', 'ada', 'apaanada', 'emyu', 'bositu', 'artinya', 'gua', 'cinta', 'manchester', 'united', 'emyu', 'till', 'i', 'diepaham', 'lu']",eh kocakcoba lu sayat dada gua berdarah lu lihat dada gua apaanada emyu bositu gua cinta manchester united emyu till i diepaham lu
@ManUtd_ID jd glory gk bang @wadididu_,jd glory gk bang,netral,jd glory gk bang,jd glory gk bang,jadi glory enggak bang,"['jadi', 'glory', 'enggak', 'bang']",glory bang
@tirta_cipeng ingat kata beliau liverpool musim ini quadruple fans emyu bakal nangis katanya https://t.co/iNfTwYDV7u,ingat kata beliau liverpool musim ini quadruple fans emyu bakal nangis katanya,positif,ingat kata beliau liverpool musim ini quadruple fans emyu bakal nangis katanya,ingat kata beliau liverpool musim ini quadruple fans emyu bakal nangis katanya,ingat kata beliau liverpool musim ini quadruple fan emyu bakal menangis katanya,"['ingat', 'kata', 'beliau', 'liverpool', 'musim', 'ini', 'quadruple', 'fan', 'emyu', 'bakal', 'menangis', 'katanya']",beliau liverpool musim quadruple fan emyu menangis
@amorrriiim wow baru kali ini liat labubu emyu,wow baru kali ini liat labubu emyu,positif,wow baru kali ini liat labubu emyu,wow baru kali ini liat labubu emyu,wow baru kali ini lihat labubu emyu,"['wow', 'baru', 'kali', 'ini', 'lihat', 'labubu', 'emyu']",wow kali lihat labubu emyu
@ManUtd_ID Mau mengumpat apalagi....semua sdh terwakilkan...,mau mengumpat apalagisemua sdh terwakilkan,positif,mau mengumpat apalagisemua sdh terwakilkan,mau mengumpat apalagisemua sdh terwakilkan,mau mengumpat apalagisemua sudah terwakilkan,"['mau', 'mengumpat', 'apalagisemua', 'sudah', 'terwakilkan']",mengumpat apalagisemua terwakilkan
@ManUtd_ID Makasihhh wak Harry Maguire,makasih wak harry maguire,positif,makasih wak harry maguire,makasih wak harry maguire,terima kasih wak harry maguire,"['terima', 'kasih', 'wak', 'harry', 'maguire']",terima kasih wak harry maguire
@dimasdyaurr @ManUtd_ID jendri pitoy juga oke pi :(,jendri pitoy juga oke pi,positif,jendri pitoy juga oke pi,jendri pitoy juga oke pi,jendri pitoy juga oke tapi,"['jendri', 'pitoy', 'juga', 'oke', 'tapi']",jendri pitoy oke
First win-nya Amorim langsung dapat pujian settings langit dari Michael Owen. Waktunya Emyu tsunami trofi khh? #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #MANCHESTERUNITED https://t.co/PvNhAXOeqV,first winnya amorim langsung dapat pujian settings langit dari michael owen waktunya emyu tsunami trofi khh superlive supersoccer inirasanyasuper manchesterunited,positif,first winnya amorim langsung dapat pujian settings langit dari michael owen waktunya emyu tsunami trofi khh superlive supersoccer inirasanyasuper manchesterunited,first winnya amorim langsung dapat pujian settings langit dari michael owen waktunya emyu tsunami trofi khh superlive supersoccer inirasanyasuper manchesterunited,first winnya amorim langsung dapat pujian settings langit dari michael owen waktunya emyu tsunami trofi khh superlive supersoccer inirasanyasuper manchesterunited,"['first', 'winnya', 'amorim', 'langsung', 'dapat', 'pujian', 'settings', 'langit', 'dari', 'michael', 'owen', 'waktunya', 'emyu', 'tsunami', 'trofi', 'khh', 'superlive', 'supersoccer', 'inirasanyasuper', 'manchesterunited']",first winnya amorim langsung pujian settings langit michael owen emyu tsunami trofi khh superlive supersoccer inirasanyasuper manchesterunited
@ManUtd_ID goblok Paok. Tepongkeng.,goblok paok tepongkeng,negatif,goblok paok tepongkeng,goblok paok tepongkeng,goblok paok tepongkeng,"['goblok', 'paok', 'tepongkeng']",goblok paok tepongkeng
Tim gblk ini melakukakannya setiap minggu @ManUtd @ManUtd_ID @unmagnetism Lihat video GelatoTzy! #TikTok https://t.co/PxLjRxHkSm,tim gblk ini melakukakannya setiap minggu lihat video gelatotzy tiktok,positif,tim gblk ini melakukakannya setiap minggu lihat video gelatotzy tiktok,tim gblk ini melakukakannya setiap minggu lihat video gelatotzy tiktok,tim gblk ini melakukakannya setiap minggu lihat video gelatotzy tiktok,"['tim', 'gblk', 'ini', 'melakukakannya', 'setiap', 'minggu', 'lihat', 'video', 'gelatotzy', 'tiktok']",tim gblk melakukakannya minggu lihat video gelatotzy tiktok
@ManUtd_ID Kalah dari klub sampah berati MU lebih sampah,kalah dari klub sampah berati mu lebih sampah,negatif,kalah dari klub sampah berati mu lebih sampah,kalah dari klub sampah berati mu lebih sampah,kalah dari klub sampah berati mu lebih sampah,"['kalah', 'dari', 'klub', 'sampah', 'berati', 'mu', 'lebih', 'sampah']",kalah klub sampah berati mu sampah
Statistik Andre Onana melawan Namibia Cleansheet 3 save 33 umpan dan umpan akurasi 77% #ManchesterUnited #Onana #kingemyu https://t.co/S60RoLebQm,statistik andre onana melawan namibia cleansheet save umpan dan umpan akurasi manchesterunited onana kingemyu,netral,statistik andre onana melawan namibia cleansheet save umpan dan umpan akurasi manchesterunited onana kingemyu,statistik andre onana melawan namibia cleansheet save umpan dan umpan akurasi manchesterunited onana kingemyu,statistik andre onana melawan namibia cleansheet save umpan dan umpan akurasi manchesterunited onana kingemyu,"['statistik', 'andre', 'onana', 'melawan', 'namibia', 'cleansheet', 'save', 'umpan', 'dan', 'umpan', 'akurasi', 'manchesterunited', 'onana', 'kingemyu']",statistik andre onana melawan namibia cleansheet save umpan umpan akurasi manchesterunited onana kingemyu
@yurayunita Emyu = Manchester United Emyu = Em(bak) Yu(ra),emyu manchester united emyu embak yura,negatif,emyu manchester united emyu embak yura,emyu manchester united emyu embak yura,emyu manchester united emyu embak yura,"['emyu', 'manchester', 'united', 'emyu', 'embak', 'yura']",emyu manchester united emyu embak yura
di emyu era kegelapan ga begitu,di emyu era kegelapan ga begitu,negatif,di emyu era kegelapan ga begitu,di emyu era kegelapan ga begitu,di emyu era kegelapan enggak begitu,"['di', 'emyu', 'era', 'kegelapan', 'enggak', 'begitu']",emyu era kegelapan
@gretasuguru Kirain emyu,kirain emyu,netral,kirain emyu,kirain emyu,mengira emyu,"['mengira', 'emyu']",emyu
@ManUtd_ID @mdeligt_04 @LisandrMartinez Sang pejuang keluar,sang pejuang keluar,negatif,sang pejuang keluar,sang pejuang keluar,sang pejuang keluar,"['sang', 'pejuang', 'keluar']",sang pejuang
@ManUtd_ID Terima kasih Emyu selalu membuat semangat hari Seninku.,terima kasih emyu selalu membuat semangat hari seninku,positif,terima kasih emyu selalu membuat semangat hari seninku,terima kasih emyu selalu membuat semangat hari seninku,terima kasih emyu selalu membuat semangat hari seninku,"['terima', 'kasih', 'emyu', 'selalu', 'membuat', 'semangat', 'hari', 'seninku']",terima kasih emyu semangat seninku
@idextratime Sepi ga ya yg nggoreng? Klo emyu yg kalah digoreng abisÂ² an ini,sepi ga ya yg nggoreng klo emyu yg kalah digoreng abis an ini,positif,sepi ga ya yg nggoreng klo emyu yg kalah digoreng abis an ini,sepi ga ya yg nggoreng klo emyu yg kalah digoreng abis an ini,sepi enggak ya yang nggoreng kalo emyu yang kalah digoreng habis an ini,"['sepi', 'enggak', 'ya', 'yang', 'nggoreng', 'kalo', 'emyu', 'yang', 'kalah', 'digoreng', 'habis', 'an', 'ini']",sepi ya nggoreng kalo emyu kalah digoreng habis an
@ManUtd_ID Kalah mulu njirrr,kalah mulu njir,negatif,kalah mulu njir,kalah mulu njir,kalah mulu anjir,"['kalah', 'mulu', 'anjir']",kalah mulu anjir
@ManUtd_ID @mdeligt_04 @LisandrMartinez Wkwk pemain nya badut semua,wkwk pemain nya badut semua,negatif,wkwk pemain nya badut semua,wkwk pemain nya badut semua,wkwk pemain nya badut semua,"['wkwk', 'pemain', 'nya', 'badut', 'semua']",wkwk pemain nya badut
@BarcaaInside @Alfremartinezz Emyu harusnya ambil ansu gk siii kan the next messi tuh si ansu,emyu harusnya ambil ansu gk si kan the next messi tuh si ansu,negatif,emyu harusnya ambil ansu gk si kan the next messi tuh si ansu,emyu harusnya ambil ansu gk si kan the next messi tuh si ansu,emyu harusnya ambil ansu enggak sih kan the next messi tuh sih ansu,"['emyu', 'harusnya', 'ambil', 'ansu', 'enggak', 'sih', 'kan', 'the', 'next', 'messi', 'tuh', 'sih', 'ansu']",emyu ambil ansu sih the next messi tuh sih ansu
Setelah lebih dari 1 tahun akhirnya brace Diallo bikin Emyu menang lagi di UEL! Emyu is back iniii #SUPERLIVE #SUPERSOCCER #INIRASANYASUPER #MANCHESTERUNITED https://t.co/IRGGQVw3lc,setelah lebih dari tahun akhirnya brace diallo bikin emyu menang lagi di uel emyu is back ini superlive supersoccer inirasanyasuper manchesterunited,positif,setelah lebih dari tahun akhirnya brace diallo bikin emyu menang lagi di uel emyu is back ini superlive supersoccer inirasanyasuper manchesterunited,setelah lebih dari tahun akhirnya brace diallo bikin emyu menang lagi di uel emyu is back ini superlive supersoccer inirasanyasuper manchesterunited,setelah lebih dari tahun akhirnya brace diallo bikin emyu menang lagi di uel emyu is back ini superlive supersoccer inirasanyasuper manchesterunited,"['setelah', 'lebih', 'dari', 'tahun', 'akhirnya', 'brace', 'diallo', 'bikin', 'emyu', 'menang', 'lagi', 'di', 'uel', 'emyu', 'is', 'back', 'ini', 'superlive', 'supersoccer', 'inirasanyasuper', 'manchesterunited']",brace diallo bikin emyu menang uel emyu is back superlive supersoccer inirasanyasuper manchesterunited
hasil nilai rapor para pemain Manchester United di babak pertama vs. Southampton! Emyu jago gini kayanya udah siap booking Final UCL ga sih? #Blibli @bliblidotcom https://t.co/ksi6GPl0bt,hasil nilai rapor para pemain manchester united di babak pertama vs southampton emyu jago gini kayanya udah siap booking final ucl ga sih blibli,positif,hasil nilai rapor para pemain manchester united di babak pertama vs southampton emyu jago gini kayanya udah siap booking final ucl ga sih blibli,hasil nilai rapor para pemain manchester united di babak pertama vs southampton emyu jago gini kayanya udah siap booking final ucl ga sih blibli,hasil nilai rapor para pemain manchester united di babak pertama vs southampton emyu jago begini kayanya sudah siap booking final ucl enggak sih blibli,"['hasil', 'nilai', 'rapor', 'para', 'pemain', 'manchester', 'united', 'di', 'babak', 'pertama', 'vs', 'southampton', 'emyu', 'jago', 'begini', 'kayanya', 'sudah', 'siap', 'booking', 'final', 'ucl', 'enggak', 'sih', 'blibli']",hasil nilai rapor pemain manchester united babak vs southampton emyu jago kayanya booking final ucl sih blibli
@ManUtd_ID jann terae mendo,jann terae mendo,negatif,jann terae mendo,jann terae mendo,jann terae mendo,"['jann', 'terae', 'mendo']",jann terae mendo
waktunya Manchester United. Amorim Ball akan tersaji malam ini lawan Everton. Di kandang Pula. Stop Fear... Spread Hope... GG MU ï¸ #MUNEVE #emyu #ManchesterUnited https://t.co/UC4ZtEmjTi,waktunya manchester united amorim ball akan tersaji malam ini lawan everton di kandang pula stop fear spread hope gg mu muneve emyu manchesterunited,positif,waktunya manchester united amorim ball akan tersaji malam ini lawan everton di kandang pula stop fear spread hope gg mu muneve emyu manchesterunited,waktunya manchester united amorim ball akan tersaji malam ini lawan everton di kandang pula stop fear spread hope gg mu muneve emyu manchesterunited,waktunya manchester united amorim ball akan tersaji malam ini lawan everton di kandang pula stop fear spread hope enggak mu muneve emyu manchesterunited,"['waktunya', 'manchester', 'united', 'amorim', 'ball', 'akan', 'tersaji', 'malam', 'ini', 'lawan', 'everton', 'di', 'kandang', 'pula', 'stop', 'fear', 'spread', 'hope', 'enggak', 'mu', 'muneve', 'emyu', 'manchesterunited']",manchester united amorim ball tersaji malam lawan everton kandang stop fear spread hope mu muneve emyu manchesterunited
GLORY GLORY MAN UNITED! MANCHESTER IS RED! FOREVER RED DEVIL! I'LL RATHER WALK ALONE @ManUtd BESOK KITA NIKAH PAKE TEMA EMYU JUGA GAPAPA SAYANGKU @ohmpawatt https://t.co/mrGGozvw6U,glory glory man united manchester is red forever red devil ill rather walk alone besok kita nikah pake tema emyu juga gapapa sayangku,positif,glory glory man united manchester is red forever red devil ill rather walk alone besok kita nikah pake tema emyu juga gapapa sayangku,glory glory man united manchester is red forever red devil ill rather walk alone besok kita nikah pake tema emyu juga gapapa sayangku,glory glory man united manchester is red forever red devil ill rather walk alone besok kita nikah pakai tema emyu juga gapapa sayangku,"['glory', 'glory', 'man', 'united', 'manchester', 'is', 'red', 'forever', 'red', 'devil', 'ill', 'rather', 'walk', 'alone', 'besok', 'kita', 'nikah', 'pakai', 'tema', 'emyu', 'juga', 'gapapa', 'sayangku']",glory glory man united manchester is red forever red devil ill rather walk alone besok nikah pakai tema emyu gapapa sayangku
