Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
"Ugarte harga sgtu, knp gak ambil joao Neves aja ya msih muda bakatnya juga bagus, kayaknya PSG ambil joao Neves sgtu juga harganya",ugarte harga sgtu knp gak ambil joao neves aja ya msih muda bakatnya juga bagus kayaknya psg ambil joao neves sgtu juga harganya,positif,ugarte harga sgtu knp gak ambil joao neves aja ya msih muda bakatnya juga bagus kayaknya psg ambil joao neves sgtu juga harganya,ugarte harga sgtu knp gak ambil joao neves aja ya msih muda bakatnya juga bagus kayaknya psg ambil joao neves sgtu juga harganya,ugarte harga sebegitu kenapa enggak ambil joao neves saja ya masih muda bakatnya juga bagus kayaknya psg ambil joao neves sebegitu juga harganya,"['ugarte', 'harga', 'sebegitu', 'kenapa', 'enggak', 'ambil', 'joao', 'neves', 'saja', 'ya', 'masih', 'muda', 'bakatnya', 'juga', 'bagus', 'kayaknya', 'psg', 'ambil', 'joao', 'neves', 'sebegitu', 'juga', 'harganya']",ugarte harga ambil joao neves ya muda bakatnya bagus kayaknya psg ambil joao neves harganya
"@igjndi_ gw ga butuh tropi nya dulu, minimal main skemanya jelas ga main pragmatis aja kek musim"" Kemarin",gw ga butuh tropi nya dulu minimal main skemanya jelas ga main pragmatis aja kek musim kemarin,negatif,gw ga butuh tropi nya dulu minimal main skemanya jelas ga main pragmatis aja kek musim kemarin,gw ga butuh tropi nya dulu minimal main skemanya jelas ga main pragmatis aja kek musim kemarin,gue enggak butuh tropi nya dulu minimal main skemanya jelas enggak main pragmatis saja kayak musim kemarin,"['gue', 'enggak', 'butuh', 'tropi', 'nya', 'dulu', 'minimal', 'main', 'skemanya', 'jelas', 'enggak', 'main', 'pragmatis', 'saja', 'kayak', 'musim', 'kemarin']",gue butuh tropi nya minimal main skemanya main pragmatis kayak musim kemarin
"Komunikasi Amorim dengan media lebih baik, Ten Hag sering terkesan defensif.",komunikasi amorim dengan media lebih baik ten hag sering terkesan defensif,negatif,komunikasi amorim dengan media lebih baik ten hag sering terkesan defensif,komunikasi amorim dengan media lebih baik ten hag sering terkesan defensif,komunikasi amorim dengan media lebih baik ten hag sering terkesan defensif,"['komunikasi', 'amorim', 'dengan', 'media', 'lebih', 'baik', 'ten', 'hag', 'sering', 'terkesan', 'defensif']",komunikasi amorim media ten hag terkesan defensif
Dari pas pertama ngelatih juga bilang gini si botak,dari pas pertama ngelatih juga bilang gini si botak,negatif,dari pas pertama ngelatih juga bilang gini si botak,dari pas pertama ngelatih juga bilang gini si botak,dari pas pertama ngelatih juga bilang begini sih botak,"['dari', 'pas', 'pertama', 'ngelatih', 'juga', 'bilang', 'begini', 'sih', 'botak']",pas ngelatih bilang sih botak
"MU menang 4-0, tapi defense harus lebih kompak lagi. Jangan sampai kelemahan itu jadi masalah di laga besar.",mu menang tapi defense harus lebih kompak lagi jangan sampai kelemahan itu jadi masalah di laga besar,positif,mu menang tapi defense harus lebih kompak lagi jangan sampai kelemahan itu jadi masalah di laga besar,mu menang tapi defense harus lebih kompak lagi jangan sampai kelemahan itu jadi masalah di laga besar,mu menang tapi defense harus lebih kompak lagi jangan sampai kelemahan itu jadi masalah di laga besar,"['mu', 'menang', 'tapi', 'defense', 'harus', 'lebih', 'kompak', 'lagi', 'jangan', 'sampai', 'kelemahan', 'itu', 'jadi', 'masalah', 'di', 'laga', 'besar']",mu menang defense kompak kelemahan laga
@satri0anom22 you think!!,you think,positif,you think,you think,you think,"['you', 'think']",you think
"@tifyanwisnuh jangan liat pemain lain liat arah bola yang nerima,maguire lari dari belakang bek lawan",jangan liat pemain lain liat arah bola yang nerimamaguire lari dari belakang bek lawan,negatif,jangan liat pemain lain liat arah bola yang nerimamaguire lari dari belakang bek lawan,jangan liat pemain lain liat arah bola yang nerimamaguire lari dari belakang bek lawan,jangan lihat pemain lain lihat arah bola yang nerimamaguire lari dari belakang bek lawan,"['jangan', 'lihat', 'pemain', 'lain', 'lihat', 'arah', 'bola', 'yang', 'nerimamaguire', 'lari', 'dari', 'belakang', 'bek', 'lawan']",lihat pemain lihat arah bola nerimamaguire lari bek lawan
Hampir nepis dua kali sayang bola masuk duluanï£¿Ã¼Ã²Ã,hampir nepis dua kali sayang bola masuk duluan,negatif,hampir nepis dua kali sayang bola masuk duluan,hampir nepis dua kali sayang bola masuk duluan,hampir nepis dua kali sayang bola masuk duluan,"['hampir', 'nepis', 'dua', 'kali', 'sayang', 'bola', 'masuk', 'duluan']",nepis kali sayang bola masuk duluan
Eth miskin taktik meskipun banyak pemain baru bakal selalu ada lawak an dari si botak ini tiap pekan,eth miskin taktik meskipun banyak pemain baru bakal selalu ada lawak an dari si botak ini tiap pekan,negatif,eth miskin taktik meskipun banyak pemain baru bakal selalu ada lawak an dari si botak ini tiap pekan,eth miskin taktik meskipun banyak pemain baru bakal selalu ada lawak an dari si botak ini tiap pekan,eth miskin taktik meskipun banyak pemain baru bakal selalu ada lawak an dari sih botak ini tiap pekan,"['eth', 'miskin', 'taktik', 'meskipun', 'banyak', 'pemain', 'baru', 'bakal', 'selalu', 'ada', 'lawak', 'an', 'dari', 'sih', 'botak', 'ini', 'tiap', 'pekan']",eth miskin taktik pemain lawak an sih botak pekan
Onana punya video skandal amorim kayaknya ï£¿Ã¼Ã²Ãï£¿Ã¼Ã²Ã,onana punya video skandal amorim kayaknya,negatif,onana punya video skandal amorim kayaknya,onana punya video skandal amorim kayaknya,onana punya video skandal amorim kayaknya,"['onana', 'punya', 'video', 'skandal', 'amorim', 'kayaknya']",onana video skandal amorim kayaknya
"kan kata gue lihat sampai akhir musim, baru percaya gak percaya. ini baru 2 match, elu sudah bisa rangkumin sampai match ke 36 atau 38 epl",kan kata gue lihat sampai akhir musim baru percaya gak percaya ini baru match elu sudah bisa rangkumin sampai match ke atau epl,positif,kan kata gue lihat sampai akhir musim baru percaya gak percaya ini baru match elu sudah bisa rangkumin sampai match ke atau epl,kan kata gue lihat sampai akhir musim baru percaya gak percaya ini baru match elu sudah bisa rangkumin sampai match ke atau epl,kan kata gue lihat sampai akhir musim baru percaya enggak percaya ini baru match lu sudah bisa rangkumin sampai match ke atau epl,"['kan', 'kata', 'gue', 'lihat', 'sampai', 'akhir', 'musim', 'baru', 'percaya', 'enggak', 'percaya', 'ini', 'baru', 'match', 'lu', 'sudah', 'bisa', 'rangkumin', 'sampai', 'match', 'ke', 'atau', 'epl']",gue lihat musim percaya percaya match lu rangkumin match epl
@irfansyahidi kacamata Lo bukan dulu blok. Biar bisa nonton biar gak gelap,kacamata lo bukan dulu blok biar bisa nonton biar gak gelap,negatif,kacamata lo bukan dulu blok biar bisa nonton biar gak gelap,kacamata lo bukan dulu blok biar bisa nonton biar gak gelap,kacamata lo bukan dulu blok biar bisa menonton biar enggak gelap,"['kacamata', 'lo', 'bukan', 'dulu', 'blok', 'biar', 'bisa', 'menonton', 'biar', 'enggak', 'gelap']",kacamata lo blok biar menonton biar gelap
"@medanloser tiap 2 taun sekali, gacornya setengah musim doang wkwkwk",tiap taun sekali gacornya setengah musim doang wkwkwk,positif,tiap taun sekali gacornya setengah musim doang wkwkwk,tiap taun sekali gacornya setengah musim doang wkwkwk,tiap tahun sekali gacornya setengah musim doang wkwkwk,"['tiap', 'tahun', 'sekali', 'gacornya', 'setengah', 'musim', 'doang', 'wkwkwk']",gacornya musim doang wkwkwk
"halah mourinho lagi, emang di MU pada saat itu dapet piala abis itu kemana? di roma juga b aja sekarang ke fenerbahce, yaa gitu aja, bagus karna brandingnya kuat, bagus karna team management, secara taktik? b aja",halah mourinho lagi emang di mu pada saat itu dapet piala abis itu kemana di roma juga b aja sekarang ke fenerbahce yaa gitu aja bagus karna brandingnya kuat bagus karna team management secara taktik b aja,positif,halah mourinho lagi emang di mu pada saat itu dapet piala abis itu kemana di roma juga b aja sekarang ke fenerbahce yaa gitu aja bagus karna brandingnya kuat bagus karna team management secara taktik b aja,halah mourinho lagi emang di mu pada saat itu dapet piala abis itu kemana di roma juga b aja sekarang ke fenerbahce yaa gitu aja bagus karna brandingnya kuat bagus karna team management secara taktik b aja,halah mourinho lagi memang di mu pada saat itu dapat piala habis itu kemana di roma juga b saja sekarang ke fenerbahce ya begitu saja bagus karena brandingnya kuat bagus karena team management secara taktik b saja,"['halah', 'mourinho', 'lagi', 'memang', 'di', 'mu', 'pada', 'saat', 'itu', 'dapat', 'piala', 'habis', 'itu', 'kemana', 'di', 'roma', 'juga', 'b', 'saja', 'sekarang', 'ke', 'fenerbahce', 'ya', 'begitu', 'saja', 'bagus', 'karena', 'brandingnya', 'kuat', 'bagus', 'karena', 'team', 'management', 'secara', 'taktik', 'b', 'saja']",halah mourinho mu piala habis kemana roma b fenerbahce ya bagus brandingnya kuat bagus team management taktik b
"Amorim mulai tunjukkan potensi besar, tapi pertahanan kita masih kurang rapat. Semoga segera diperbaiki!",amorim mulai tunjukkan potensi besar tapi pertahanan kita masih kurang rapat semoga segera diperbaiki,negatif,amorim mulai tunjukkan potensi besar tapi pertahanan kita masih kurang rapat semoga segera diperbaiki,amorim mulai tunjukkan potensi besar tapi pertahanan kita masih kurang rapat semoga segera diperbaiki,amorim mulai tunjukkan potensi besar tapi pertahanan kita masih kurang rapat semoga segera diperbaiki,"['amorim', 'mulai', 'tunjukkan', 'potensi', 'besar', 'tapi', 'pertahanan', 'kita', 'masih', 'kurang', 'rapat', 'semoga', 'segera', 'diperbaiki']",amorim tunjukkan potensi pertahanan rapat semoga diperbaiki
@muhammad_dani131 nonton final fa ga?,nonton final fa ga,netral,nonton final fa ga,nonton final fa ga,menonton final fa enggak,"['menonton', 'final', 'fa', 'enggak']",menonton final fa
Makan tu wasit,makan tu wasit,negatif,makan tu wasit,makan tu wasit,makan itu wasit,"['makan', 'itu', 'wasit']",makan wasit
mood kaca balau habis ntn MU. pengaruh ga baik buat kesehatan dan kedamaian keluarga,mood kaca balau habis ntn mu pengaruh ga baik buat kesehatan dan kedamaian keluarga,negatif,mood kaca balau habis ntn mu pengaruh ga baik buat kesehatan dan kedamaian keluarga,mood kaca balau habis ntn mu pengaruh ga baik buat kesehatan dan kedamaian keluarga,mood kaca balau habis ntn mu pengaruh enggak baik buat kesehatan dan kedamaian keluarga,"['mood', 'kaca', 'balau', 'habis', 'ntn', 'mu', 'pengaruh', 'enggak', 'baik', 'buat', 'kesehatan', 'dan', 'kedamaian', 'keluarga']",mood kaca balau habis ntn mu pengaruh kesehatan kedamaian keluarga
Setuju banget,setuju banget,positif,setuju banget,setuju banget,setuju banget,"['setuju', 'banget']",setuju banget
wkwkwk 3 musim permainan gitu gitu aja ga ada perubahan,wkwkwk musim permainan gitu gitu aja ga ada perubahan,negatif,wkwkwk musim permainan gitu gitu aja ga ada perubahan,wkwkwk musim permainan gitu gitu aja ga ada perubahan,wkwkwk musim permainan begitu begitu saja enggak ada perubahan,"['wkwkwk', 'musim', 'permainan', 'begitu', 'begitu', 'saja', 'enggak', 'ada', 'perubahan']",wkwkwk musim permainan perubahan
Lebih baik amorim resign gih .. biar pemain aja yg atur permainannya gimana yakan .. capek sdh ganti pelatih toh sama aja juga pada bobrok,lebih baik amorim resign gih biar pemain aja yg atur permainannya gimana yakan capek sdh ganti pelatih toh sama aja juga pada bobrok,negatif,lebih baik amorim resign gih biar pemain aja yg atur permainannya gimana yakan capek sdh ganti pelatih toh sama aja juga pada bobrok,lebih baik amorim resign gih biar pemain aja yg atur permainannya gimana yakan capek sdh ganti pelatih toh sama aja juga pada bobrok,lebih baik amorim resign gih biar pemain saja yang atur permainannya bagaimana yakan capek sudah ganti pelatih toh sama saja juga pada bobrok,"['lebih', 'baik', 'amorim', 'resign', 'gih', 'biar', 'pemain', 'saja', 'yang', 'atur', 'permainannya', 'bagaimana', 'yakan', 'capek', 'sudah', 'ganti', 'pelatih', 'toh', 'sama', 'saja', 'juga', 'pada', 'bobrok']",amorim resign gih biar pemain atur permainannya yakan capek ganti pelatih bobrok
"@irfansyahidi kebobolan tadi salah martinez bukan maguire, dia gak jaga welbeck",kebobolan tadi salah martinez bukan maguire dia gak jaga welbeck,negatif,kebobolan tadi salah martinez bukan maguire dia gak jaga welbeck,kebobolan tadi salah martinez bukan maguire dia gak jaga welbeck,kebobolan tadi salah martinez bukan maguire dia enggak jaga welbeck,"['kebobolan', 'tadi', 'salah', 'martinez', 'bukan', 'maguire', 'dia', 'enggak', 'jaga', 'welbeck']",kebobolan salah martinez maguire jaga welbeck
Keren! Semoga bisa terus berjuang di pertandingan selanjutnya!,keren semoga bisa terus berjuang di pertandingan selanjutnya,positif,keren semoga bisa terus berjuang di pertandingan selanjutnya,keren semoga bisa terus berjuang di pertandingan selanjutnya,keren semoga bisa terus berjuang di pertandingan selanjutnya,"['keren', 'semoga', 'bisa', 'terus', 'berjuang', 'di', 'pertandingan', 'selanjutnya']",keren semoga berjuang pertandingan
Sangat berharap MU bisa menang di pertandingan besar selanjutnya.,sangat berharap mu bisa menang di pertandingan besar selanjutnya,positif,sangat berharap mu bisa menang di pertandingan besar selanjutnya,sangat berharap mu bisa menang di pertandingan besar selanjutnya,sangat berharap mu bisa menang di pertandingan besar selanjutnya,"['sangat', 'berharap', 'mu', 'bisa', 'menang', 'di', 'pertandingan', 'besar', 'selanjutnya']",berharap mu menang pertandingan
Info mengenai channel streaming pertandingan sudah diupdate.,info mengenai channel streaming pertandingan sudah diupdate,netral,info mengenai channel streaming pertandingan sudah diupdate,info mengenai channel streaming pertandingan sudah diupdate,info mengenai channel streaming pertandingan sudah diupdate,"['info', 'mengenai', 'channel', 'streaming', 'pertandingan', 'sudah', 'diupdate']",info channel streaming pertandingan diupdate
"Saya percaya dengan filosofi permainan yang dibawa Ruben Amorim, tetapi lini serang harus lebih tajam. Rashford dan Bruno Fernandes harus lebih produktif.",saya percaya dengan filosofi permainan yang dibawa ruben amorim tetapi lini serang harus lebih tajam rashford dan bruno fernandes harus lebih produktif,positif,saya percaya dengan filosofi permainan yang dibawa ruben amorim tetapi lini serang harus lebih tajam rashford dan bruno fernandes harus lebih produktif,saya percaya dengan filosofi permainan yang dibawa ruben amorim tetapi lini serang harus lebih tajam rashford dan bruno fernandes harus lebih produktif,saya percaya dengan filosofi permainan yang dibawa ruben amorim tetapi lini serang harus lebih tajam rashford dan bruno fernandes harus lebih produktif,"['saya', 'percaya', 'dengan', 'filosofi', 'permainan', 'yang', 'dibawa', 'ruben', 'amorim', 'tetapi', 'lini', 'serang', 'harus', 'lebih', 'tajam', 'rashford', 'dan', 'bruno', 'fernandes', 'harus', 'lebih', 'produktif']",percaya filosofi permainan dibawa ruben amorim lini serang tajam rashford bruno fernandes produktif
"asli mana ngeselin banget tuh orang, segala peluk manja ke king harry",asli mana ngeselin banget tuh orang segala peluk manja ke king harry,negatif,asli mana ngeselin banget tuh orang segala peluk manja ke king harry,asli mana ngeselin banget tuh orang segala peluk manja ke king harry,asli mana mengesalkan banget tuh orang segala peluk manja ke king harry,"['asli', 'mana', 'mengesalkan', 'banget', 'tuh', 'orang', 'segala', 'peluk', 'manja', 'ke', 'king', 'harry']",asli mengesalkan banget tuh orang peluk manja king harry
"taaai kalo kata gua mah,apa apa waktu,beli buat di mainin pasang aja dulu lama lama juga paham atmosfer PL  tiap beli pemen waktu waktu mulu ga kaya tim tim laen beli buat di pasang .",tai kalo kata gua mahapa apa waktubeli buat di mainin pasang aja dulu lama lama juga paham atmosfer pl tiap beli pemen waktu waktu mulu ga kaya tim tim laen beli buat di pasang,negatif,tai kalo kata gua mahapa apa waktubeli buat di mainin pasang aja dulu lama lama juga paham atmosfer pl tiap beli pemen waktu waktu mulu ga kaya tim tim laen beli buat di pasang,tai kalo kata gua mahapa apa waktubeli buat di mainin pasang aja dulu lama lama juga paham atmosfer pl tiap beli pemen waktu waktu mulu ga kaya tim tim laen beli buat di pasang,tahi kalo kata gua mahapa apa waktubeli buat di mainin pasang saja dulu lama lama juga paham atmosfer pl tiap beli pemen waktu waktu mulu enggak kaya tim tim lain beli buat di pasang,"['tahi', 'kalo', 'kata', 'gua', 'mahapa', 'apa', 'waktubeli', 'buat', 'di', 'mainin', 'pasang', 'saja', 'dulu', 'lama', 'lama', 'juga', 'paham', 'atmosfer', 'pl', 'tiap', 'beli', 'pemen', 'waktu', 'waktu', 'mulu', 'enggak', 'kaya', 'tim', 'tim', 'lain', 'beli', 'buat', 'di', 'pasang']",tahi kalo gua mahapa waktubeli mainin pasang paham atmosfer pl beli pemen mulu kaya tim tim beli pasang
Bener kata de Gea. Seseorang mengutuk klub ini ï£¿Ã¼Ã²Ã,bener kata de gea seseorang mengutuk klub ini,negatif,bener kata de gea seseorang mengutuk klub ini,bener kata de gea seseorang mengutuk klub ini,benar kata deh gea seseorang mengutuk klub ini,"['benar', 'kata', 'deh', 'gea', 'seseorang', 'mengutuk', 'klub', 'ini']",deh gea mengutuk klub
@mrihsani ga signifikan gimane created chances kita tertinggi kedua kalah sama city doang ya berarti pemainnya yg bapuk su,ga signifikan gimane created chances kita tertinggi kedua kalah sama city doang ya berarti pemainnya yg bapuk su,positif,ga signifikan gimane created chances kita tertinggi kedua kalah sama city doang ya berarti pemainnya yg bapuk su,ga signifikan gimane created chances kita tertinggi kedua kalah sama city doang ya berarti pemainnya yg bapuk su,enggak signifikan gimane created chances kita tertinggi kedua kalah sama city doang ya berarti pemainnya yang bapuk su,"['enggak', 'signifikan', 'gimane', 'created', 'chances', 'kita', 'tertinggi', 'kedua', 'kalah', 'sama', 'city', 'doang', 'ya', 'berarti', 'pemainnya', 'yang', 'bapuk', 'su']",signifikan gimane created chances tertinggi kalah city doang ya pemainnya bapuk su
